,job,job_status,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,y
1559,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1560,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1561,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1562,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1563,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1564,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1565,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1566,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1567,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1568,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1569,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1571,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1572,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1573,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1574,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1575,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1576,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1577,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1578,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1579,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1580,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1581,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1582,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1584,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1585,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1586,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1587,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1589,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1590,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1591,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1592,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1593,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1594,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1595,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1596,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1597,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1598,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1599,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1600,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1601,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1602,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1603,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1604,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1605,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1606,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1607,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1608,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1609,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1610,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1611,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1612,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1613,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1614,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1615,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1616,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1617,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1618,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1619,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1620,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1621,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1622,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1623,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1624,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1625,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1626,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1627,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1628,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1629,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1630,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1631,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1632,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1633,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1634,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1635,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1636,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1637,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1638,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
1639,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1640,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1641,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1642,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1643,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1644,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1645,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1646,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1647,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1648,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1649,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1650,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1651,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1652,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1653,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1654,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1655,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1656,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1657,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1658,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1659,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1660,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1661,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1662,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1663,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1664,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1665,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1666,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1667,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1668,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1669,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1670,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1671,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1672,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1673,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1674,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1675,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1676,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1677,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1678,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1679,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1680,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1681,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
1682,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1683,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1684,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1685,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1687,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1688,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1689,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1690,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1691,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1692,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1693,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1694,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1695,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1696,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1697,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1698,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1699,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1701,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1702,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1703,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1704,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1705,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
1706,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1707,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1708,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1709,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1710,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1711,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1712,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1713,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1714,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1715,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1716,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1717,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1718,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1719,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1720,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1721,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1722,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1723,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1724,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1725,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1726,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1727,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1728,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1729,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1730,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1731,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1732,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1733,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1734,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1735,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1736,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1737,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1738,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1739,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
1740,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1741,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1742,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1743,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1744,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1745,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1746,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1747,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1748,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1749,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1751,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1752,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1753,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1754,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1755,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1756,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1757,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1758,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1759,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1760,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1761,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1762,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1763,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1764,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1765,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1766,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1767,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1768,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1769,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1770,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1771,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1772,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1773,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1774,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1775,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1776,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1777,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1778,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1779,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1780,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1781,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1782,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1783,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1784,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1785,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1786,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1787,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1788,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1790,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1791,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1792,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1793,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1794,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1795,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1796,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1797,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1798,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1801,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1802,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1803,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1804,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1805,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1806,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1807,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1808,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1809,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1810,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1811,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1812,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1813,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1814,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1815,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1816,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1817,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1818,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1819,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1820,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1821,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1822,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1823,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1824,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1825,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1826,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1827,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1828,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1829,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1830,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1831,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1832,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1833,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1834,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1835,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1836,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1837,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1838,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1839,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1840,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1841,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1842,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1843,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1844,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1845,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1846,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
1847,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1848,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1849,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1850,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1851,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1852,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1853,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1854,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1855,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1856,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1857,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1858,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1859,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1860,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1861,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1862,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1863,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1864,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1865,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1866,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1867,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1868,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1869,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1870,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1871,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1872,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1873,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1874,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1875,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1876,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
1877,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1878,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1879,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1880,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1881,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1882,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1883,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1884,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1885,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1886,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1887,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1888,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1889,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1890,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1891,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1892,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1893,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1894,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1895,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1896,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1897,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1898,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1899,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1900,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1901,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1902,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1903,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1904,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
1905,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1906,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1907,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1908,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1909,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1910,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1911,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1912,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1913,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
1914,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1915,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1916,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1917,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1918,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1919,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1920,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1921,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1922,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1923,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1924,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1925,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1926,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1927,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
1928,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
1929,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1930,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1931,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1932,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1933,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1934,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1935,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1936,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1937,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1938,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1939,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1940,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
1941,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1942,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1943,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1944,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1945,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1946,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1947,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1948,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1950,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1951,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
1952,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
1953,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1954,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1955,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1956,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
1957,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1958,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1959,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
